# Source: GENCODE
# Version: 43
# GenomeBuild: GRCh38
# URL: https://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_43/gencode.v43.annotation.gtf.gz
# Assays:
# BiosampleAgnostic: True
# BiosampleTermName:
# BiosampleTermID:
# Metadata:
TSSChr	TSSStart	TSSEnd	GeneSymbol	GeneEnsemblID	GeneStrand
chr19	34964049	34964050	ZNF792	ENSG00000180884	-
chr19	35000319	35000320	GRAMD1A	ENSG00000089351	+
chr19	35030687	35030688	SCN1B	ENSG00000105711	+
chr19	35040505	35040506	HPN	ENSG00000105707	+
chr19	35115827	35115828	FXYD3	ENSG00000089356	+
chr19	35135274	35135275	LGI4	ENSG00000153902	-
chr19	35139458	35139459	FXYD1	ENSG00000266964	+
chr19	35143249	35143250	FXYD7	ENSG00000221946	+
chr19	35154721	35154722	FXYD5	ENSG00000089327	+
chr19	35228725	35228726	FAM187B	ENSG00000177558	-
chr19	35248655	35248656	LSR	ENSG00000105699	+
chr19	35268977	35268978	USF2	ENSG00000105698	+
chr19	35282345	35282346	HAMP	ENSG00000105697	+
chr19	35292085	35292086	MAG	ENSG00000105695	+
chr19	35329168	35329169	CD22	ENSG00000012124	+
chr19	35351541	35351542	FFAR1	ENSG00000126266	+
chr19	35358459	35358460	FFAR3	ENSG00000185897	+
chr19	35371094	35371095	GPR42	ENSG00000126251	+
chr19	35405606	35405607	LINC01531	ENSG00000205786	+
chr19	35449714	35449715	FFAR2	ENSG00000126262	+
chr19	35490531	35490532	KRTDAP	ENSG00000188508	-
chr19	35513658	35513659	DMKN	ENSG00000161249	-
chr19	35528351	35528352	SBSN	ENSG00000189001	-
chr19	35533411	35533412	GAPDHS	ENSG00000105679	+
chr19	35545599	35545600	TMEM147	ENSG00000105677	+
chr19	35563658	35563659	ATP4A	ENSG00000105675	-
chr19	35597894	35597895	LINC01766	ENSG00000224910	+
chr19	35612743	35612744	HAUS5	ENSG00000249115	+
chr19	35629015	35629016	RBM42	ENSG00000126254	+
chr19	35641736	35641737	ETV2	ENSG00000105672	+
chr19	35648222	35648223	COX6B1	ENSG00000126267	+
chr19	35666515	35666516	UPK1A	ENSG00000105668	+
chr19	35704486	35704487	ZBTB32	ENSG00000011590	+
chr19	35718018	35718019	KMT2B	ENSG00000272333	+
chr19	35742450	35742451	IGFLR1	ENSG00000126246	-
chr19	35745442	35745443	U2AF1L4	ENSG00000161265	-
chr19	35745576	35745577	PSENEN	ENSG00000205155	+
chr19	35748360	35748361	LIN37	ENSG00000267796	+
chr19	35757029	35757030	HSPB6	ENSG00000004776	-
chr19	35758142	35758143	PROSER3	ENSG00000167595	+
chr19	35775514	35775515	ARHGAP33	ENSG00000004777	+
chr19	35813299	35813300	PRODH2	ENSG00000250799	-
chr19	35851993	35851994	NPHS1	ENSG00000161270	-
chr19	35857049	35857050	KIRREL2	ENSG00000126259	+
chr19	35868444	35868445	APLP1	ENSG00000105290	+
chr19	35900662	35900663	NFKBID	ENSG00000167604	-
chr19	35902479	35902480	HCST	ENSG00000126264	+
chr19	35908309	35908310	TYROBP	ENSG00000011600	-
chr19	35937119	35937120	LRFN3	ENSG00000126243	+
chr19	35995187	35995188	SDHAF1	ENSG00000205138	+
chr19	36008793	36008794	SYNE4	ENSG00000181392	-
chr19	36014239	36014240	ALKBH6	ENSG00000239382	-
chr19	36032895	36032896	CLIP3	ENSG00000105270	-
chr19	36054762	36054763	THAP8	ENSG00000161277	-
chr19	36054880	36054881	WDR62	ENSG00000075702	+
chr19	36111202	36111203	OVOL3	ENSG00000105261	+
chr19	36115304	36115305	POLR2I	ENSG00000105258	-
chr19	36114985	36114986	TBCB	ENSG00000105254	+
chr19	36139925	36139926	CAPNS1	ENSG00000126247	+
chr19	36152869	36152870	COX7A1	ENSG00000161281	-
chr19	36214673	36214674	ZNF565	ENSG00000196357	-
chr19	36214601	36214602	ZNF146	ENSG00000167635	+
chr19	36331718	36331719	LINC00665	ENSG00000232677	-
chr19	36379203	36379204	ZFP14	ENSG00000142065	-
chr19	36418674	36418675	ZFP82	ENSG00000181007	-
chr19	36489561	36489562	ZNF566	ENSG00000186017	-
chr19	36528346	36528347	ZNF260	ENSG00000254004	-
chr19	36605276	36605277	ZNF529	ENSG00000186020	-
chr19	36605304	36605305	ZNF382	ENSG00000161298	+
chr19	36666853	36666854	ZNF461	ENSG00000197808	-
chr19	36687449	36687450	LINC01534	ENSG00000225975	-
chr19	36687611	36687612	ZNF567	ENSG00000189042	+
chr19	36772814	36772815	ZNF850	ENSG00000267041	-
chr19	36838384	36838385	ZNF790	ENSG00000197863	-
chr19	36850357	36850358	ZNF345	ENSG00000251247	+
chr19	36916291	36916292	ZNF829	ENSG00000185869	-
chr19	36916328	36916329	ZNF568	ENSG00000198453	+
chr19	37078221	37078222	ZNF420	ENSG00000197050	+
chr19	37172741	37172742	ZNF585A	ENSG00000196967	-
chr19	37210549	37210550	ZNF585B	ENSG00000245680	-
chr19	37217925	37217926	ZNF383	ENSG00000188283	+
chr19	37251884	37251885	LINC01535	ENSG00000226686	+
chr19	37334623	37334624	HKR1	ENSG00000181666	+
chr19	37371156	37371157	ZNF527	ENSG00000189164	+
chr19	37467437	37467438	ZNF569	ENSG00000196437	-
chr19	37469057	37469058	ZNF570	ENSG00000171827	+
chr19	37506938	37506939	ZNF793	ENSG00000188227	+
chr19	37594792	37594793	ZNF571	ENSG00000180479	-
chr19	37594829	37594830	ZNF540	ENSG00000171817	+
chr19	37655412	37655413	ZFP30	ENSG00000120784	-
chr19	37692315	37692316	ZNF781	ENSG00000196381	-
chr19	37719790	37719791	ZNF607	ENSG00000198182	-
chr19	37779590	37779591	ZNF573	ENSG00000189144	-
chr19	37906706	37906707	WDR87	ENSG00000171804	-
chr19	37907220	37907221	SIPA1L3	ENSG00000105738	+
chr19	38224250	38224251	DPF1	ENSG00000011332	-
chr19	38256591	38256592	PPP1R14A	ENSG00000167641	-
chr19	38264457	38264458	SPINT2	ENSG00000167642	+
chr19	38315805	38315806	YIF1B	ENSG00000167645	-
chr19	38304160	38304161	C19orf33	ENSG00000167644	+
chr19	38319843	38319844	KCNK6	ENSG00000099337	+
chr19	38335802	38335803	CATSPERG	ENSG00000099338	+
chr19	38374549	38374550	PSMD8	ENSG00000099341	+
chr19	38388028	38388029	GGN	ENSG00000179168	-
chr19	38390199	38390200	SPRED3	ENSG00000188766	+
chr19	38403134	38403135	FAM98C	ENSG00000130244	+
chr19	38426305	38426306	RASGRP4	ENSG00000171777	-
chr19	38433699	38433700	RYR1	ENSG00000196218	+
chr19	38618035	38618036	MAP4K1	ENSG00000104814	-
chr19	38619073	38619074	EIF3K	ENSG00000178982	+
chr19	38647615	38647616	ACTN4	ENSG00000130402	+
chr19	38744474	38744475	CAPN12	ENSG00000182472	-
chr19	38773517	38773518	LGALS7	ENSG00000205076	-
chr19	38789209	38789210	LGALS7B	ENSG00000178934	+
chr19	38813100	38813101	LGALS4	ENSG00000171747	-
chr19	38831857	38831858	ECH1	ENSG00000104823	-
chr19	38849977	38849978	HNRNPL	ENSG00000104824	-
chr19	38878279	38878280	RINL	ENSG00000187994	-
chr19	38899862	38899863	SIRT2	ENSG00000068903	-
chr19	38899929	38899930	NFKBIB	ENSG00000104825	+
chr19	38912158	38912159	CCER2	ENSG00000262484	-
chr19	38930896	38930897	SARS2	ENSG00000104835	-
chr19	38930953	38930954	MRPS12	ENSG00000128626	+
chr19	38975813	38975814	FBXO17	ENSG00000269190	-
chr19	39032596	39032597	FBXO27	ENSG00000161243	-
chr19	39084304	39084305	ACP7	ENSG00000183760	+
chr19	39125779	39125780	PAK4	ENSG00000130669	+
chr19	39196963	39196964	NCCRP1	ENSG00000188505	+
chr19	39204266	39204267	SYCN	ENSG00000179751	-
chr19	39245006	39245007	IFNL3	ENSG00000197110	-
chr19	39268516	39268517	IFNL2	ENSG00000183709	+
chr19	39296324	39296325	IFNL1	ENSG00000182393	+
chr19	39315336	39315337	LRFN1	ENSG00000128011	-
chr19	39336086	39336087	GMFG	ENSG00000130755	-
chr19	39342458	39342459	SAMD4B	ENSG00000179134	+
chr19	39391195	39391196	PAF1	ENSG00000006712	-
chr19	39391302	39391303	MED29	ENSG00000063322	+
chr19	39406846	39406847	ZFP36	ENSG00000128016	+
chr19	39413109	39413110	PLEKHG2	ENSG00000090924	+
chr19	39436020	39436021	RPS16	ENSG00000105193	-
chr19	39445545	39445546	SUPT5H	ENSG00000196235	+
chr19	39480411	39480412	TIMM50	ENSG00000105197	+
chr19	39498916	39498917	DLL3	ENSG00000090932	+
chr19	39515112	39515113	SELENOV	ENSG00000186838	+
chr19	39532867	39532868	EID2B	ENSG00000176401	-
chr19	39540198	39540199	EID2	ENSG00000176396	-
chr19	39602528	39602529	LGALS13	ENSG00000105198	+
chr19	39655893	39655894	LGALS16	ENSG00000249861	+
chr19	39704305	39704306	LGALS14	ENSG00000006659	+
chr19	39738029	39738030	CLC	ENSG00000105205	-
chr19	39776593	39776594	LEUTX	ENSG00000213921	+
chr19	39834233	39834234	DYRK1B	ENSG00000105204	-
chr19	39846414	39846415	FBL	ENSG00000105202	-
chr19	39971004	39971005	PSMC4	ENSG00000013275	+
chr19	39997035	39997036	ZNF546	ENSG00000187187	+
chr19	40056208	40056209	ZNF780B	ENSG00000128000	-
chr19	40090938	40090939	ZNF780A	ENSG00000197782	-
chr19	40191743	40191744	MAP3K10	ENSG00000130758	+
chr19	40218399	40218400	TTC9B	ENSG00000174521	-
chr19	40226690	40226691	CNTD2	ENSG00000105219	-
chr19	40285395	40285396	AKT2	ENSG00000105221	-
chr19	40348409	40348410	C19orf47	ENSG00000160392	-
chr19	40348424	40348425	PLD3	ENSG00000105223	+
chr19	40390221	40390222	HIPK4	ENSG00000160396	-
chr19	40413364	40413365	PRX	ENSG00000105227	-
chr19	40426025	40426026	SERTAD1	ENSG00000197019	-
chr19	40442598	40442599	SERTAD3	ENSG00000167565	-
chr19	40465818	40465819	BLVRB	ENSG00000090013	-
chr19	40467218	40467219	SPTBN4	ENSG00000160460	+
chr19	40576850	40576851	SHKBP1	ENSG00000160410	+
chr19	40593165	40593166	LTBP4	ENSG00000090006	+
chr19	40690658	40690659	NUMBL	ENSG00000105245	-
chr19	40716885	40716886	COQ8B	ENSG00000123815	-
chr19	40717102	40717103	ITPKC	ENSG00000086544	+
chr19	40749923	40749924	C19orf54	ENSG00000188493	-
chr19	40750853	40750854	SNRPA	ENSG00000077312	+
chr19	40775376	40775377	MIA	ENSG00000261857	+
chr19	40775536	40775537	MIA-RAB4B	ENSG00000268975	+
chr19	40778218	40778219	RAB4B	ENSG00000167578	+
chr19	40778218	40778219	RAB4B-EGLN2	ENSG00000171570	+
chr19	40799428	40799429	EGLN2	ENSG00000269858	+
chr19	40850447	40850448	CYP2A6	ENSG00000255974	-
chr19	40882752	40882753	CYP2A7	ENSG00000198077	-
chr19	40991298	40991299	CYP2B6	ENSG00000197408	+
chr19	41088450	41088451	CYP2A13	ENSG00000197838	+
chr19	41114431	41114432	CYP2F1	ENSG00000197446	+
chr19	41193206	41193207	CYP2S1	ENSG00000167600	+
chr19	41219198	41219199	AXL	ENSG00000167601	+
chr19	41265049	41265050	HNRNPUL1	ENSG00000105323	+
chr19	41310162	41310163	CCDC97	ENSG00000142039	+
chr19	41353883	41353884	TGFB1	ENSG00000105329	-
chr19	41364173	41364174	B9D2	ENSG00000123810	-
chr19	41376532	41376533	TMEM91	ENSG00000142046	+
chr19	41397351	41397352	EXOSC5	ENSG00000077348	-
chr19	41397788	41397789	BCKDHA	ENSG00000248098	+
chr19	41428730	41428731	B3GNT8	ENSG00000177191	-
chr19	41439938	41439939	ATP5SL	ENSG00000105341	-
chr19	41443157	41443158	ERICH4	ENSG00000204978	+
chr19	41500649	41500650	PCAT19	ENSG00000267107	-
chr19	41535497	41535498	LINC01480	ENSG00000270164	+
chr19	41576178	41576179	CEACAM21	ENSG00000007129	+
chr19	41627074	41627075	CEACAM4	ENSG00000105352	-
chr19	41688277	41688278	CEACAM7	ENSG00000007306	-
chr19	41708584	41708585	CEACAM5	ENSG00000105388	+
chr19	41755519	41755520	CEACAM6	ENSG00000086548	+
chr19	41796589	41796590	CEACAM3	ENSG00000170956	+
chr19	41844673	41844674	LYPD4	ENSG00000273111	-
chr19	41845022	41845023	DMRTC2	ENSG00000142025	+
chr19	41859917	41859918	RPS19	ENSG00000105372	+
chr19	41877119	41877120	CD79A	ENSG00000105369	+
chr19	41883199	41883200	ARHGEF1	ENSG00000076928	+
chr19	41959376	41959377	RABAC1	ENSG00000105404	-
chr19	41994276	41994277	ATP1A3	ENSG00000105409	-
chr19	42065805	42065806	GRIK5	ENSG00000105737	-
chr19	42076137	42076138	ZNF574	ENSG00000105732	+
chr19	42132473	42132474	POU2F2	ENSG00000028277	-
chr19	42217792	42217793	DEDD2	ENSG00000160570	-
chr19	42220270	42220271	ZNF526	ENSG00000167625	+
chr19	42242584	42242585	GSK3A	ENSG00000105723	-
chr19	42255164	42255165	ERF	ENSG00000105722	-
chr19	42284664	42284665	CIC	ENSG00000079432	+
chr19	42302644	42302645	PAFAH1B3	ENSG00000079462	-
chr19	42302131	42302132	PRR19	ENSG00000188368	+
chr19	42313324	42313325	TMEM145	ENSG00000167619	+
chr19	42325608	42325609	MEGF8	ENSG00000105429	+
chr19	42390292	42390293	CNFN	ENSG00000105427	-
chr19	42427426	42427427	LIPE	ENSG00000079435	-
chr19	42443048	42443049	CXCL17	ENSG00000189377	-
chr19	42528509	42528510	CEACAM1	ENSG00000079385	-
chr19	42594930	42594931	CEACAM8	ENSG00000124469	-
chr19	42740516	42740517	PSG3	ENSG00000221826	-
chr19	42765679	42765680	PSG8	ENSG00000124467	-
chr19	42821862	42821863	PSG8-AS1	ENSG00000225877	+
chr19	42879719	42879720	PSG1	ENSG00000231924	-
chr19	42917924	42917925	PSG6	ENSG00000170848	-
chr19	42937178	42937179	PSG7	ENSG00000221878	-
chr19	43026479	43026480	PSG11	ENSG00000243130	-
chr19	43082741	43082742	PSG2	ENSG00000242221	-
chr19	43186536	43186537	PSG5	ENSG00000204941	-
chr19	43205774	43205775	PSG4	ENSG00000243137	-
chr19	43269563	43269564	PSG9	ENSG00000183668	-
chr19	43349055	43349056	PRG1	ENSG00000122862	+
chr19	43353658	43353659	CD177	ENSG00000204936	+
chr19	43388610	43388611	TEX101	ENSG00000131126	+
chr19	43465679	43465680	LYPD3	ENSG00000124466	-
chr19	43504833	43504834	PHLDB3	ENSG00000176531	-
chr19	43527256	43527257	ETHE1	ENSG00000105755	-
chr19	43533187	43533188	ZNF575	ENSG00000176472	+
chr19	43575578	43575579	XRCC1	ENSG00000073050	-
chr19	43576799	43576800	PINLYP	ENSG00000234465	+
chr19	43596135	43596136	IRGQ	ENSG00000167378	-
chr19	43596391	43596392	ZNF576	ENSG00000124444	+
chr19	43619862	43619863	ZNF428	ENSG00000131116	-
chr19	43612100	43612101	SRRM5	ENSG00000226763	+
chr19	43639839	43639840	CADM4	ENSG00000105767	-
chr19	43670346	43670347	PLAUR	ENSG00000011422	-
chr19	43716061	43716062	IRGC	ENSG00000124449	+
chr19	43755036	43755037	SMG9	ENSG00000105771	-
chr19	43781257	43781258	KCNN4	ENSG00000104783	-
chr19	43820656	43820657	LYPD5	ENSG00000159871	-
chr19	43827320	43827321	ZNF283	ENSG00000167637	+
chr19	43880136	43880137	ZNF404	ENSG00000176222	-
chr19	43935259	43935260	ZNF45	ENSG00000124459	-
chr19	43951222	43951223	ZNF221	ENSG00000159905	+
chr19	43984169	43984170	ZNF155	ENSG00000204920	+
chr19	44002924	44002925	ZNF230	ENSG00000159882	+
chr19	44025341	44025342	ZNF222	ENSG00000159885	+
chr19	44052010	44052011	ZNF223	ENSG00000178386	+
chr19	44072143	44072144	ZNF284	ENSG00000186026	+
chr19	44094328	44094329	ZNF224	ENSG00000267680	+
chr19	44113361	44113362	ZNF225	ENSG00000256294	+
chr19	44141556	44141557	ZNF234	ENSG00000263002	+
chr19	44165061	44165062	ZNF226	ENSG00000167380	+
chr19	44212527	44212528	ZNF227	ENSG00000131115	+
chr19	44259879	44259880	ZNF233	ENSG00000159915	+
chr19	44305025	44305026	ZNF235	ENSG00000159917	-
chr19	44356704	44356705	ZNF112	ENSG00000062370	-
chr19	44401611	44401612	ZNF285	ENSG00000267508	-
chr19	44448477	44448478	ZNF229	ENSG00000278318	-
chr19	44500523	44500524	ZNF180	ENSG00000167384	-
chr19	44529525	44529526	CEACAM20	ENSG00000273777	-
chr19	44613629	44613630	IGSF23	ENSG00000216588	+
chr19	44643797	44643798	PVR	ENSG00000073008	+
chr19	44671451	44671452	CEACAM19	ENSG00000186567	+
chr19	44699150	44699151	CEACAM16	ENSG00000213892	+
chr19	44748720	44748721	BCL3	ENSG00000069399	+
chr19	44777868	44777869	CBLC	ENSG00000142273	+
chr19	44809058	44809059	BCAM	ENSG00000187244	+
chr19	44846135	44846136	NECTIN2	ENSG00000130202	+
chr19	44891219	44891220	TOMM40	ENSG00000130204	+
chr19	44905748	44905749	APOE	ENSG00000130203	+
chr19	44914246	44914247	APOC1	ENSG00000130208	+
chr19	44942237	44942238	APOC4-APOC2	ENSG00000224916	+
chr19	44942237	44942238	APOC4	ENSG00000267467	+
chr19	44945981	44945982	APOC2	ENSG00000234906	+
chr19	44955223	44955224	CLPTM1	ENSG00000104853	+
chr19	45001448	45001449	RELB	ENSG00000104856	+
chr19	45039039	45039040	CLASRP	ENSG00000104859	+
chr19	45076588	45076589	ZNF296	ENSG00000170684	-
chr19	45079271	45079272	GEMIN7	ENSG00000142252	+
chr19	45093172	45093173	PPP1R37	ENSG00000104866	+
chr19	45160150	45160151	NKPD1	ENSG00000179846	-
chr19	45178243	45178244	TRAPPC6A	ENSG00000007255	-
chr19	45178744	45178745	BLOC1S3	ENSG00000189114	+
chr19	45234211	45234212	EXOC3L2	ENSG00000283632	-
chr19	45251257	45251258	MARK4	ENSG00000007047	+
chr19	45322977	45322978	CKM	ENSG00000104879	-
chr19	45340739	45340740	KLC3	ENSG00000104892	+
chr19	45370587	45370588	ERCC2	ENSG00000104884	-
chr19	45405054	45405055	PPP1R13L	ENSG00000104881	-
chr19	45406208	45406209	CD3EAP	ENSG00000117877	+
chr19	45423919	45423920	ERCC1	ENSG00000012061	-
chr19	45467994	45467995	FOSB	ENSG00000125740	+
chr19	45497055	45497056	RTN2	ENSG00000125744	-
chr19	45498472	45498473	PPM1N	ENSG00000213889	+
chr19	45507429	45507430	VASP	ENSG00000125753	+
chr19	45584864	45584865	OPA3	ENSG00000125741	-
chr19	45602208	45602209	GPR4	ENSG00000177464	-
chr19	45639417	45639418	EML2	ENSG00000125746	-
chr19	45641493	45641494	EML2-AS1	ENSG00000267757	+
chr19	45668243	45668244	GIPR	ENSG00000010310	+
chr19	45692316	45692317	SNRPD2	ENSG00000125743	-
chr19	45692482	45692483	QPCTL	ENSG00000011478	+
chr19	45730893	45730894	FBXO46	ENSG00000177051	-
chr19	45733250	45733251	BHMG1	ENSG00000237452	+
chr19	45769239	45769240	SIX5	ENSG00000177045	-
chr19	45782557	45782558	DMPK	ENSG00000104936	-
chr19	45792802	45792803	DMWD	ENSG00000185800	-
chr19	45815347	45815348	RSPH6A	ENSG00000104941	-
chr19	45863290	45863291	SYMPK	ENSG00000125755	-
chr19	45864259	45864260	FOXA3	ENSG00000170608	+
chr19	45886170	45886171	IRF2BP1	ENSG00000170604	-
chr19	45902604	45902605	MYPOP	ENSG00000176182	-
chr19	45914778	45914779	NANOS2	ENSG00000188425	-
chr19	45973399	45973400	NOVA2	ENSG00000104967	-
chr19	45995460	45995461	CCDC61	ENSG00000104983	+
chr19	46023298	46023299	PGLYRP1	ENSG00000008438	-
chr19	46041016	46041017	IGFL4	ENSG00000204869	-
chr19	46124674	46124675	IGFL3	ENSG00000188624	-
chr19	46147781	46147782	IGFL2	ENSG00000204866	+
chr19	46203062	46203063	IGFL2-AS1	ENSG00000268621	-
chr19	46229751	46229752	IGFL1	ENSG00000188293	+
chr19	46298375	46298376	HIF3A	ENSG00000124440	+
chr19	46346993	46346994	PPP5C	ENSG00000011485	+
chr19	46413662	46413663	CCDC8	ENSG00000169515	-
chr19	46471563	46471564	PNMAL1	ENSG00000182013	-
chr19	46601200	46601201	PPP5D1	ENSG00000230510	-
chr19	46495912	46495913	PNMAL2	ENSG00000204851	-
chr19	46601149	46601150	CALM3	ENSG00000160014	+
chr19	46625097	46625098	PTGIR	ENSG00000160013	-
chr19	46634682	46634683	GNG8	ENSG00000167414	-
chr19	46661138	46661139	DACT3	ENSG00000197380	-
chr19	46717127	46717128	PRKD2	ENSG00000105287	-
chr19	46746463	46746464	STRN4	ENSG00000090372	-
chr19	46746045	46746046	FKRP	ENSG00000181027	+
chr19	46788585	46788586	SLC1A5	ENSG00000105281	-
chr19	46850995	46850996	AP2S1	ENSG00000042753	-
chr19	46918675	46918676	ARHGAP35	ENSG00000160007	+
chr19	47019843	47019844	NPAS1	ENSG00000130751	+
chr19	47048624	47048625	TMEM160	ENSG00000130748	-
chr19	47113752	47113753	ZC3H4	ENSG00000130749	-
chr19	47130822	47130823	SAE1	ENSG00000142230	+
chr19	47232766	47232767	BBC3	ENSG00000105327	-
chr19	47256473	47256474	CCDC9	ENSG00000105321	+
chr19	47274884	47274885	INAFM1	ENSG00000257704	+
chr19	47309846	47309847	C5AR1	ENSG00000197405	+
chr19	47337004	47337005	C5AR2	ENSG00000134830	+
chr19	47349280	47349281	DHX34	ENSG00000134815	+
chr19	47419528	47419529	MEIS3	ENSG00000105419	-
chr19	47472050	47472051	SLC8A2	ENSG00000118160	-
chr19	47484264	47484265	KPTN	ENSG00000118162	-
chr19	47515258	47515259	NAPA	ENSG00000105402	-
chr19	47555856	47555857	ZNF541	ENSG00000118156	-
chr19	47608195	47608196	GLTSCR1	ENSG00000063169	+
chr19	47713343	47713344	EHD2	ENSG00000024422	+
chr19	47745535	47745536	NOP53	ENSG00000105373	+
chr19	47778584	47778585	SELENOW	ENSG00000178980	+
chr19	47803604	47803605	TPRX1	ENSG00000178928	-
chr19	47821839	47821840	CRX	ENSG00000105392	+
chr19	47886397	47886398	SULT2A1	ENSG00000105398	-
chr19	47992170	47992171	BSPH1	ENSG00000188334	-
chr19	47994650	47994651	ELSPBP1	ENSG00000169393	+
chr19	48044054	48044055	CABP5	ENSG00000105507	-
chr19	48110852	48110853	PLA2G4C	ENSG00000105499	-
chr19	48170603	48170604	LIG1	ENSG00000105486	-
chr19	48170691	48170692	C19orf68	ENSG00000185453	+
chr19	48249847	48249848	CARD8	ENSG00000105483	-
chr19	48270098	48270099	ZNF114	ENSG00000178150	+
chr19	48320075	48320076	CCDC114	ENSG00000105479	-
chr19	48325371	48325372	EMP3	ENSG00000142227	+
chr19	48364237	48364238	TMEM143	ENSG00000161558	-
chr19	48364393	48364394	SYNGR4	ENSG00000105467	+
chr19	48391553	48391554	KDELR1	ENSG00000105438	-
chr19	48394874	48394875	GRIN2D	ENSG00000105464	+
chr19	48445772	48445773	GRWD1	ENSG00000105447	+
chr19	48455706	48455707	KCNJ14	ENSG00000182324	+
chr19	48469207	48469208	CYTH2	ENSG00000105443	+
chr19	48513189	48513190	LMTK3	ENSG00000142235	-
chr19	48575735	48575736	SULT2B1	ENSG00000088002	+
chr19	48613437	48613438	FAM83E	ENSG00000105523	-
chr19	48606742	48606743	SPACA4	ENSG00000177202	+
chr19	48619418	48619419	RPL18	ENSG00000063177	-
chr19	48619290	48619291	SPHK2	ENSG00000063176	+
chr19	48637550	48637551	DBP	ENSG00000105516	-
chr19	48646312	48646313	CA11	ENSG00000063180	-
chr19	48673081	48673082	NTN5	ENSG00000142233	-
chr19	48695970	48695971	FUT2	ENSG00000176920	+
chr19	48716957	48716958	MAMSTR	ENSG00000176909	-
chr19	48740713	48740714	RASIP1	ENSG00000105538	-
chr19	48746909	48746910	IZUMO1	ENSG00000182264	-
chr19	48755390	48755391	FUT1	ENSG00000174951	-
chr19	48755558	48755559	FGF21	ENSG00000105550	+
chr19	48811063	48811064	BCAT2	ENSG00000105552	-
chr19	48836677	48836678	HSD17B14	ENSG00000087076	-
chr19	48868627	48868628	PLEKHA4	ENSG00000105559	-
chr19	48872391	48872392	PPP1R15A	ENSG00000087074	+
chr19	48898739	48898740	TULP2	ENSG00000104804	-
chr19	48900049	48900050	NUCB1	ENSG00000104805	+
chr19	48933681	48933682	DHDH	ENSG00000104808	+
chr19	48954859	48954860	BAX	ENSG00000087088	+
chr19	48965308	48965309	FTL	ENSG00000087086	+
chr19	48993353	48993354	GYS1	ENSG00000104812	-
chr19	48993447	48993448	RUVBL2	ENSG00000183207	+
chr19	49017090	49017091	LHB	ENSG00000104826	-
chr19	49024375	49024376	CGB3	ENSG00000104827	-
chr19	49031872	49031873	CGB2	ENSG00000104818	+
chr19	49036934	49036935	CGB1	ENSG00000267631	-
chr19	49043844	49043845	CGB5	ENSG00000189052	+
chr19	49049111	49049112	CGB8	ENSG00000213030	-
chr19	49055740	49055741	CGB7	ENSG00000196337	-
chr19	49063867	49063868	NTF4	ENSG00000225950	-
chr19	49072941	49072942	KCNA7	ENSG00000104848	-
chr19	49085139	49085140	SNRNP70	ENSG00000104852	+
chr19	49114360	49114361	LIN7B	ENSG00000104863	+
chr19	49119140	49119141	C19orf73	ENSG00000221916	-
chr19	49119388	49119389	PPFIA3	ENSG00000177380	+
chr19	49155424	49155425	HRC	ENSG00000130528	-
chr19	49157740	49157741	TRPM4	ENSG00000130529	+
chr19	49325217	49325218	SLC6A16	ENSG00000063127	-
chr19	49335419	49335420	CD37	ENSG00000104894	+
chr19	49362457	49362458	TEAD2	ENSG00000074219	-
chr19	49363784	49363785	DKKL1	ENSG00000104901	+
chr19	49388217	49388218	CCDC155	ENSG00000161609	+
chr19	49423441	49423442	PTH2	ENSG00000142538	-
chr19	49426430	49426431	GFY	ENSG00000261949	+
chr19	49441551	49441552	SLC17A7	ENSG00000104888	-
chr19	49451858	49451859	PIH1D1	ENSG00000104872	-
chr19	49453215	49453216	ALDH16A1	ENSG00000161618	+
chr19	49474208	49474209	FLT3LG	ENSG00000090554	+
chr19	49487553	49487554	RPL13A	ENSG00000142541	+
chr19	49496364	49496365	RPS11	ENSG00000142534	+
chr19	49513178	49513179	FCGRT	ENSG00000104870	+
chr19	49527617	49527618	RCN3	ENSG00000142552	+
chr19	49580572	49580573	NOSIP	ENSG00000142546	-
chr19	49581329	49581330	PRRG2	ENSG00000126460	+
chr19	49591642	49591643	PRR12	ENSG00000126464	+
chr19	49640143	49640144	RRAS	ENSG00000126458	-
chr19	49642124	49642125	SCAF1	ENSG00000126461	+
chr19	49665875	49665876	IRF3	ENSG00000126456	-
chr19	49665141	49665142	BCL2L12	ENSG00000126453	+
chr19	49677151	49677152	PRMT1	ENSG00000126457	+
chr19	49688684	49688685	ADM5	ENSG00000224420	+
chr19	49691107	49691108	CPT1C	ENSG00000169169	+
chr19	49763258	49763259	TSKS	ENSG00000126467	-
chr19	49766922	49766923	AP2A1	ENSG00000196961	+
chr19	49813310	49813311	FUZ	ENSG00000010361	-
chr19	49818278	49818279	MED25	ENSG00000104973	+
chr19	49851119	49851120	PTOV1	ENSG00000104960	+
chr19	49867565	49867566	PNKP	ENSG00000039650	-
chr19	49877387	49877388	AKT1S1	ENSG00000204673	-
chr19	49877424	49877425	TBC1D17	ENSG00000104946	+
chr19	49929539	49929540	IL4I1	ENSG00000104951	-
chr19	49929531	49929532	NUP62	ENSG00000213024	-
chr19	49928701	49928702	ATF5	ENSG00000169136	+
chr19	49961172	49961173	SIGLEC11	ENSG00000161640	-
chr19	50025548	50025549	VRK3	ENSG00000105053	-
chr19	50025892	50025893	ZNF473	ENSG00000142528	+
